2024-06-21 13:42:02,191 - INFO - Model setup:
2024-06-21 13:42:02,191 - INFO - Model type: tokens
2024-06-21 13:42:02,191 - INFO - Speed: deep-learn
2024-06-21 13:42:02,191 - INFO - Embedding model: doc2vec
2024-06-21 13:42:07,235 - INFO - Data is loaded from /home/doosti@chapman.edu/projects/Facebook/top2vec/data/not_processed_text_2024-06-21.txt
2024-06-21 13:42:07,236 - INFO - Number of documents: 820099
2024-06-21 13:42:07,374 - INFO - Training the model...
2024-06-21 13:42:07,725 - INFO - Pre-processing documents for training
2024-06-21 13:42:58,570 - INFO - Creating joint document/word embedding
2024-06-21 13:42:58,572 - INFO - collecting all words and their counts
2024-06-21 13:42:58,572 - INFO - PROGRESS: at example #0, processed 0 words (0 words/s), 0 word types, 0 tags
2024-06-21 13:42:58,632 - INFO - PROGRESS: at example #10000, processed 294766 words (4919944 words/s), 20795 word types, 0 tags
2024-06-21 13:42:58,683 - INFO - PROGRESS: at example #20000, processed 529217 words (4583038 words/s), 28545 word types, 0 tags
2024-06-21 13:42:58,734 - INFO - PROGRESS: at example #30000, processed 764910 words (4657751 words/s), 33397 word types, 0 tags
2024-06-21 13:42:58,787 - INFO - PROGRESS: at example #40000, processed 1010405 words (4619844 words/s), 39490 word types, 0 tags
2024-06-21 13:42:58,848 - INFO - PROGRESS: at example #50000, processed 1291221 words (4590007 words/s), 46985 word types, 0 tags
2024-06-21 13:42:58,906 - INFO - PROGRESS: at example #60000, processed 1569277 words (4767479 words/s), 53557 word types, 0 tags
2024-06-21 13:42:58,964 - INFO - PROGRESS: at example #70000, processed 1841510 words (4734363 words/s), 59177 word types, 0 tags
2024-06-21 13:42:59,018 - INFO - PROGRESS: at example #80000, processed 2096616 words (4735979 words/s), 63764 word types, 0 tags
2024-06-21 13:42:59,080 - INFO - PROGRESS: at example #90000, processed 2395789 words (4834938 words/s), 68694 word types, 0 tags
2024-06-21 13:42:59,141 - INFO - PROGRESS: at example #100000, processed 2681955 words (4727831 words/s), 75882 word types, 0 tags
2024-06-21 13:42:59,219 - INFO - PROGRESS: at example #110000, processed 3062330 words (4850786 words/s), 82295 word types, 0 tags
2024-06-21 13:42:59,278 - INFO - PROGRESS: at example #120000, processed 3339488 words (4694937 words/s), 85247 word types, 0 tags
2024-06-21 13:42:59,342 - INFO - PROGRESS: at example #130000, processed 3618981 words (4398634 words/s), 89702 word types, 0 tags
2024-06-21 13:42:59,393 - INFO - PROGRESS: at example #140000, processed 3861870 words (4728017 words/s), 92059 word types, 0 tags
2024-06-21 13:42:59,451 - INFO - PROGRESS: at example #150000, processed 4134299 words (4715744 words/s), 95734 word types, 0 tags
2024-06-21 13:42:59,509 - INFO - PROGRESS: at example #160000, processed 4401519 words (4638250 words/s), 100547 word types, 0 tags
2024-06-21 13:42:59,569 - INFO - PROGRESS: at example #170000, processed 4679168 words (4602015 words/s), 106002 word types, 0 tags
2024-06-21 13:42:59,623 - INFO - PROGRESS: at example #180000, processed 4924166 words (4554297 words/s), 110386 word types, 0 tags
2024-06-21 13:42:59,671 - INFO - PROGRESS: at example #190000, processed 5138947 words (4516392 words/s), 113620 word types, 0 tags
2024-06-21 13:42:59,722 - INFO - PROGRESS: at example #200000, processed 5373054 words (4523180 words/s), 117123 word types, 0 tags
2024-06-21 13:42:59,781 - INFO - PROGRESS: at example #210000, processed 5645611 words (4661754 words/s), 120750 word types, 0 tags
2024-06-21 13:42:59,853 - INFO - PROGRESS: at example #220000, processed 5994117 words (4817643 words/s), 126387 word types, 0 tags
2024-06-21 13:42:59,908 - INFO - PROGRESS: at example #230000, processed 6246952 words (4603973 words/s), 130114 word types, 0 tags
2024-06-21 13:42:59,963 - INFO - PROGRESS: at example #240000, processed 6495219 words (4567993 words/s), 133867 word types, 0 tags
2024-06-21 13:43:00,022 - INFO - PROGRESS: at example #250000, processed 6774368 words (4683339 words/s), 138010 word types, 0 tags
2024-06-21 13:43:00,083 - INFO - PROGRESS: at example #260000, processed 7052756 words (4638297 words/s), 141408 word types, 0 tags
2024-06-21 13:43:00,140 - INFO - PROGRESS: at example #270000, processed 7314081 words (4582017 words/s), 144980 word types, 0 tags
2024-06-21 13:43:00,191 - INFO - PROGRESS: at example #280000, processed 7539547 words (4417352 words/s), 148136 word types, 0 tags
2024-06-21 13:43:00,250 - INFO - PROGRESS: at example #290000, processed 7820308 words (4720995 words/s), 150922 word types, 0 tags
2024-06-21 13:43:00,319 - INFO - PROGRESS: at example #300000, processed 8147510 words (4744838 words/s), 155115 word types, 0 tags
2024-06-21 13:43:00,379 - INFO - PROGRESS: at example #310000, processed 8420935 words (4571457 words/s), 158630 word types, 0 tags
2024-06-21 13:43:00,437 - INFO - PROGRESS: at example #320000, processed 8681699 words (4542315 words/s), 162713 word types, 0 tags
2024-06-21 13:43:00,499 - INFO - PROGRESS: at example #330000, processed 8973994 words (4702519 words/s), 165962 word types, 0 tags
2024-06-21 13:43:00,559 - INFO - PROGRESS: at example #340000, processed 9256182 words (4717712 words/s), 168956 word types, 0 tags
2024-06-21 13:43:00,617 - INFO - PROGRESS: at example #350000, processed 9518368 words (4542500 words/s), 172257 word types, 0 tags
2024-06-21 13:43:00,689 - INFO - PROGRESS: at example #360000, processed 9810513 words (4061549 words/s), 175807 word types, 0 tags
2024-06-21 13:43:00,741 - INFO - PROGRESS: at example #370000, processed 10050497 words (4548058 words/s), 178389 word types, 0 tags
2024-06-21 13:43:00,796 - INFO - PROGRESS: at example #380000, processed 10296197 words (4513021 words/s), 181552 word types, 0 tags
2024-06-21 13:43:00,853 - INFO - PROGRESS: at example #390000, processed 10557884 words (4564464 words/s), 184351 word types, 0 tags
2024-06-21 13:43:00,913 - INFO - PROGRESS: at example #400000, processed 10830178 words (4591540 words/s), 188043 word types, 0 tags
2024-06-21 13:43:00,969 - INFO - PROGRESS: at example #410000, processed 11084252 words (4506637 words/s), 191165 word types, 0 tags
2024-06-21 13:43:01,025 - INFO - PROGRESS: at example #420000, processed 11332434 words (4471859 words/s), 194688 word types, 0 tags
2024-06-21 13:43:01,080 - INFO - PROGRESS: at example #430000, processed 11589093 words (4653122 words/s), 196644 word types, 0 tags
